TOTAL,SNA,MONTH,COUNTY,SSI,ADC,YEAR,PLAN NAME,NYSoH
562,162,JANUARY,Hamilton,12,206,2015,NYS Catholic Health Plan,182
2105,556,JANUARY,Herkimer,190,786,2015,Excellus Health Plan,573
9223,2350,JANUARY,Herkimer,650,3877,2015,NYS Catholic Health Plan,2346
45,17,JANUARY,Herkimer,12,15,2015,United Healthcare Plan of NY,1
43,2,JANUARY,Jefferson,1,2,2015,MVP Health Plan,38
348,52,JANUARY,Jefferson,15,63,2015,NYS Catholic Health Plan,218
15993,4398,JANUARY,Jefferson,1032,6836,2015,United Healthcare Plan of NY,3727
2895,739,JANUARY,Lewis,192,1157,2015,NYS Catholic Health Plan,807
1215,277,JANUARY,Lewis,102,418,2015,United Healthcare Plan of NY,418
5082,1358,JANUARY,Livingston,462,2428,2015,Excellus Health Plan,834
1343,291,JANUARY,Livingston,166,632,2015,MVP Health Plan,254
1199,261,JANUARY,Livingston,49,427,2015,NYS Catholic Health Plan,462
6787,1725,JANUARY,Madison,501,3033,2015,NYS Catholic Health Plan,1528
2008,707,JANUARY,Madison,160,782,2015,United Healthcare Plan of NY,359
94154,21119,JANUARY,Monroe,10063,44734,2015,Excellus Health Plan,18238
17578,3113,JANUARY,Monroe,2461,8266,2015,MVP Health Plan,3738
19281,4967,JANUARY,Monroe,2305,7850,2015,NYS Catholic Health Plan,4159
3196,727,JANUARY,Monroe,200,993,2015,United Healthcare Plan of NY,1276
3899,841,JANUARY,Montgomery,390,1877,2015,Capital District Physicians Health Plan,791
6623,1600,JANUARY,Montgomery,594,2992,2015,NYS Catholic Health Plan,1437
21015,4750,JANUARY,Nassau,1305,11168,2015,Affinity Health Plan,3792
17347,3871,JANUARY,Nassau,1032,7418,2015,Amerigroup,5026
34605,7140,JANUARY,Nassau,1876,16070,2015,HealthFirst PHSP,9519
25953,6153,JANUARY,Nassau,2632,10849,2015,HIP of Greater New York,6319
37463,7943,JANUARY,Nassau,2124,19330,2015,NYS Catholic Health Plan,8066
42589,8937,JANUARY,Nassau,2439,18464,2015,United Healthcare Plan of NY,12749
13655,2911,JANUARY,Niagara,1647,5917,2015,Independent Health Association,3180
20896,5258,JANUARY,Niagara,1635,8886,2015,NYS Catholic Health Plan,5117
1080,290,JANUARY,Niagara,83,202,2015,United Healthcare Plan of NY,505
9244,2275,JANUARY,Oneida,903,4034,2015,Excellus Health Plan,2032
33264,7518,JANUARY,Oneida,3339,16471,2015,NYS Catholic Health Plan,5936
4709,1209,JANUARY,Oneida,547,2220,2015,United Healthcare Plan of NY,733
34157,6895,JANUARY,Onondaga,2660,13615,2015,NYS Catholic Health Plan,10987
31044,6718,JANUARY,Onondaga,4259,15162,2015,Today's Options,4905
13984,3321,JANUARY,Onondaga,1344,5757,2015,United Healthcare Plan of NY,3562
11131,2584,JANUARY,Ontario,902,4904,2015,Excellus Health Plan,2741
1022,169,JANUARY,Ontario,108,333,2015,MVP Health Plan,412
705,115,JANUARY,Ontario,42,161,2015,NYS Catholic Health Plan,387
163,2,JANUARY,Ontario,5,5,2015,United Healthcare Plan of NY,151
18772,3916,JANUARY,Orange,1344,9312,2015,Affinity Health Plan,4200
19813,4210,JANUARY,Orange,1553,8620,2015,Hudson Health Plan,5430
24996,5605,JANUARY,Orange,783,14920,2015,NYS Catholic Health Plan,3688
1420,251,JANUARY,Orange,67,279,2015,United Healthcare Plan of NY,823
2300,537,JANUARY,Orange,230,913,2015,Wellcare of New York,620
2936,700,JANUARY,Orleans,207,1356,2015,Excellus Health Plan,673
1173,348,JANUARY,Orleans,121,557,2015,HealthNow,147
3327,830,JANUARY,Orleans,178,1450,2015,NYS Catholic Health Plan,869
16836,3940,JANUARY,Oswego,1400,7506,2015,NYS Catholic Health Plan,3990
7092,1853,JANUARY,Oswego,702,3197,2015,United Healthcare Plan of NY,1340
3927,1012,JANUARY,Otsego,324,1565,2015,Excellus Health Plan,1026
4378,1036,JANUARY,Otsego,282,1293,2015,NYS Catholic Health Plan,1767
728,56,JANUARY,Putnam,35,89,2015,Amerigroup,548
5822,1056,JANUARY,Putnam,343,2090,2015,NYS Catholic Health Plan,2333
16856,3025,JANUARY,Rensselaer,1962,7955,2015,Capital District Physicians Health Plan,3914
15,0,JANUARY,Rensselaer,2,4,2015,MVP Health Plan,9
5650,1173,JANUARY,Rensselaer,529,2540,2015,NYS Catholic Health Plan,1408
272,25,JANUARY,Rensselaer,14,67,2015,United Healthcare Plan of NY,166
936,198,JANUARY,Rensselaer,127,358,2015,Wellcare of New York,253
5859,1607,JANUARY,Rockland,469,2407,2015,Affinity Health Plan,1376
14022,2813,JANUARY,Rockland,619,7290,2015,Hudson Health Plan,3300
51348,12516,JANUARY,Rockland,1079,29385,2015,NYS Catholic Health Plan,8368
2219,338,JANUARY,Rockland,53,271,2015,United Healthcare Plan of NY,1557
2180,384,JANUARY,Rockland,104,1295,2015,Wellcare of New York,397
12606,3416,JANUARY,St Lawrence,967,5521,2015,NYS Catholic Health Plan,2702
4770,1396,JANUARY,St Lawrence,404,1949,2015,United Healthcare Plan of NY,1021
13410,3454,JANUARY,Saratoga,1100,4713,2015,Capital District Physicians Health Plan,4143
6971,2121,JANUARY,Saratoga,373,2515,2015,NYS Catholic Health Plan,1962
15386,2690,JANUARY,Schenectady,1940,6340,2015,Capital District Physicians Health Plan,4416
46,2,JANUARY,Schenectady,1,1,2015,MVP Health Plan,42
15030,3064,JANUARY,Schenectady,1347,5857,2015,NYS Catholic Health Plan,4762
2890,719,JANUARY,Schoharie,178,1156,2015,Capital District Physicians Health Plan,837
1709,516,JANUARY,Schoharie,113,687,2015,NYS Catholic Health Plan,393
2815,687,JANUARY,Schuyler,168,1127,2015,NYS Catholic Health Plan,833
4257,1039,JANUARY,Seneca,420,1935,2015,Excellus Health Plan,863
239,31,JANUARY,Seneca,9,76,2015,NYS Catholic Health Plan,123
136,38,JANUARY,Seneca,15,42,2015,United Healthcare Plan of NY,41
15276,3603,JANUARY,Steuben,1350,6224,2015,NYS Catholic Health Plan,4099
27764,5806,JANUARY,Suffolk,1360,12340,2015,Affinity Health Plan,8258
56144,9968,JANUARY,Suffolk,3396,28323,2015,HealthFirst PHSP,14457
28245,6981,JANUARY,Suffolk,2171,9004,2015,HIP of Greater New York,10089
41549,9393,JANUARY,Suffolk,2305,16967,2015,NYS Catholic Health Plan,12884
51978,12535,JANUARY,Suffolk,2743,18077,2015,United Healthcare Plan of NY,18623
11850,2543,JANUARY,Sullivan,967,5073,2015,Hudson Health Plan,3267
4662,1020,JANUARY,Sullivan,299,1884,2015,NYS Catholic Health Plan,1459
1753,564,JANUARY,Tioga,136,817,2015,Capital District Physicians Health Plan,236
4814,1024,JANUARY,Tioga,304,1905,2015,NYS Catholic Health Plan,1581
685,103,JANUARY,Tioga,36,132,2015,United Healthcare Plan of NY,414
4317,849,JANUARY,Tompkins,284,1326,2015,NYS Catholic Health Plan,1858
5754,1482,JANUARY,Tompkins,504,2818,2015,Today's Options,950
15151,3665,JANUARY,Ulster,1206,5735,2015,Hudson Health Plan,4545
8661,1590,JANUARY,Ulster,575,3544,2015,NYS Catholic Health Plan,2952
1022,151,JANUARY,Ulster,37,175,2015,United Healthcare Plan of NY,659
3281,742,JANUARY,Ulster,404,1482,2015,Wellcare of New York,653
29,1,JANUARY,Warren,1,1,2015,MVP Health Plan,26
7310,1874,JANUARY,Warren,493,2892,2015,NYS Catholic Health Plan,2051
927,235,JANUARY,Warren,82,287,2015,United Healthcare Plan of NY,323
4138,837,JANUARY,Washington,337,1411,2015,Capital District Physicians Health Plan,1553
5951,1287,JANUARY,Washington,444,2394,2015,NYS Catholic Health Plan,1826
11944,2645,JANUARY,Wayne,1027,4543,2015,Excellus Health Plan,3729
1938,391,JANUARY,Wayne,181,616,2015,NYS Catholic Health Plan,750
199,13,JANUARY,Wayne,12,21,2015,United Healthcare Plan of NY,153
20357,4990,JANUARY,Westchester,1487,8063,2015,Affinity Health Plan,5817
12828,2792,JANUARY,Westchester,1145,3889,2015,HIP of Greater New York,5002
66074,13815,JANUARY,Westchester,4067,34476,2015,Hudson Health Plan,13716
31499,7682,JANUARY,Westchester,1783,10579,2015,NYS Catholic Health Plan,11455
5764,829,JANUARY,Westchester,266,797,2015,United Healthcare Plan of NY,3872
2104,612,JANUARY,Wyoming,97,999,2015,HealthNow,396
2525,451,JANUARY,Wyoming,55,725,2015,NYS Catholic Health Plan,1294
3405,791,JANUARY,Yates,251,1242,2015,Excellus Health Plan,1121
238,19,JANUARY,Yates,8,42,2015,NYS Catholic Health Plan,169
27752,4911,JANUARY,Albany,2746,9691,2016,Capital District Physicians Health Plan,10404
1067,34,JANUARY,Albany,24,65,2016,MVP Health Plan,944
11360,2087,JANUARY,Albany,833,3256,2016,NYS Catholic Health Plan,5184
945,67,JANUARY,Albany,56,148,2016,United Healthcare Plan of NY,674
2454,338,JANUARY,Albany,240,674,2016,Wellcare of New York,1202
1895,639,JANUARY,Allegany,295,958,2016,HealthNow,3
2829,341,JANUARY,Allegany,147,625,2016,NYS Catholic Health Plan,1716
2734,636,JANUARY,Allegany,214,952,2016,YourCare Health Plan,932
947,73,JANUARY,Broome,65,122,2016,Capital District Physicians Health Plan,687
25920,6451,JANUARY,Broome,3019,10695,2016,Excellus Health Plan,5755
7896,1476,JANUARY,Broome,864,2483,2016,NYS Catholic Health Plan,3073
1651,184,JANUARY,Broome,164,316,2016,United Healthcare Plan of NY,987
2844,891,JANUARY,Cattaraugus,574,1362,2016,HealthNow,17
6870,1173,JANUARY,Cattaraugus,426,1796,2016,NYS Catholic Health Plan,3475
3978,787,JANUARY,Cattaraugus,276,922,2016,YourCare Health Plan,1993
10091,2144,JANUARY,Cayuga,757,3390,2016,NYS Catholic Health Plan,3800
2293,570,JANUARY,Cayuga,199,791,2016,United Healthcare Plan of NY,733
2792,956,JANUARY,Chautauqua,525,1307,2016,HealthNow,4
22473,4951,JANUARY,Chautauqua,2021,8807,2016,NYS Catholic Health Plan,6694
469,27,JANUARY,Chautauqua,5,40,2016,United Healthcare Plan of NY,397
1552,427,JANUARY,Chautauqua,187,269,2016,YourCare Health Plan,669
13749,2908,JANUARY,Chemung,1491,4447,2016,NYS Catholic Health Plan,4903
2205,388,JANUARY,Chemung,265,534,2016,United Healthcare Plan of NY,1018
7635,1512,JANUARY,Chenango,593,2339,2016,NYS Catholic Health Plan,3191
1160,245,JANUARY,Chenango,155,281,2016,United Healthcare Plan of NY,479
10972,2516,JANUARY,Clinton,1238,3656,2016,NYS Catholic Health Plan,3562
1233,240,JANUARY,Clinton,152,308,2016,United Healthcare Plan of NY,533
4788,830,JANUARY,Columbia,484,1487,2016,Capital District Physicians Health Plan,1987
4521,938,JANUARY,Columbia,262,1416,2016,NYS Catholic Health Plan,1905
190,19,JANUARY,Columbia,9,29,2016,United Healthcare Plan of NY,133
6590,1315,JANUARY,Cortland,483,2418,2016,NYS Catholic Health Plan,2374
1535,340,JANUARY,Cortland,168,618,2016,Today's Options,409
7054,1364,JANUARY,Delaware,278,2283,2016,NYS Catholic Health Plan,3129
359,61,JANUARY,Dutchess,23,208,2016,Hudson Health Plan,67
17588,3245,JANUARY,Dutchess,1610,5695,2016,MVP Health Plan,7038
14123,1987,JANUARY,Dutchess,905,2867,2016,NYS Catholic Health Plan,8364
38,2,JANUARY,Dutchess,2,4,2016,United Healthcare Plan of NY,30
3599,508,JANUARY,Dutchess,303,1103,2016,Wellcare of New York,1685
16597,5387,JANUARY,Erie,2549,8587,2016,HealthNow,74
60976,10975,JANUARY,Erie,5746,20981,2016,Independent Health Association,23274
50147,8422,JANUARY,Erie,4076,16954,2016,NYS Catholic Health Plan,20695
178,25,JANUARY,Erie,8,35,2016,United Healthcare Plan of NY,110
2981,279,JANUARY,Erie,125,582,2016,Wellcare of New York,1995
39310,10558,JANUARY,Erie,4062,15761,2016,YourCare Health Plan,8929
4893,1019,JANUARY,Essex,421,1384,2016,NYS Catholic Health Plan,2069
280,30,JANUARY,Essex,34,37,2016,United Healthcare Plan of NY,179
7644,1569,JANUARY,Franklin,582,2438,2016,NYS Catholic Health Plan,3055
1639,356,JANUARY,Fulton,200,471,2016,Capital District Physicians Health Plan,612
8954,1802,JANUARY,Fulton,883,2480,2016,NYS Catholic Health Plan,3789
73,8,JANUARY,Fulton,14,15,2016,United Healthcare Plan of NY,36
4080,703,JANUARY,Genesee,394,1327,2016,MVP Health Plan,1656
3566,571,JANUARY,Genesee,205,1008,2016,NYS Catholic Health Plan,1782
280,26,JANUARY,Genesee,22,44,2016,United Healthcare Plan of NY,188
3940,684,JANUARY,Greene,415,1211,2016,Capital District Physicians Health Plan,1630
3836,780,JANUARY,Greene,357,1062,2016,NYS Catholic Health Plan,1637
11,2,JANUARY,Greene,0,1,2016,United Healthcare Plan of NY,8
594,133,JANUARY,Hamilton,18,156,2016,NYS Catholic Health Plan,287
2083,492,JANUARY,Herkimer,182,643,2016,Excellus Health Plan,766
9861,2152,JANUARY,Herkimer,668,3278,2016,NYS Catholic Health Plan,3763
38,15,JANUARY,Herkimer,8,14,2016,United Healthcare Plan of NY,1
577,18,JANUARY,Jefferson,16,67,2016,MVP Health Plan,476
1196,133,JANUARY,Jefferson,86,160,2016,NYS Catholic Health Plan,817
15958,3793,JANUARY,Jefferson,1106,5740,2016,United Healthcare Plan of NY,5319
3125,642,JANUARY,Lewis,202,976,2016,NYS Catholic Health Plan,1305
1266,208,JANUARY,Lewis,99,355,2016,United Healthcare Plan of NY,604
5126,1197,JANUARY,Livingston,477,2150,2016,Excellus Health Plan,1302
1651,276,JANUARY,Livingston,172,585,2016,MVP Health Plan,618
1485,257,JANUARY,Livingston,58,427,2016,NYS Catholic Health Plan,743
3,1,JANUARY,Livingston,0,2,2016,United Healthcare Plan of NY,0
7396,1604,JANUARY,Madison,498,2560,2016,NYS Catholic Health Plan,2734
1940,545,JANUARY,Madison,150,644,2016,United Healthcare Plan of NY,601
98251,19906,JANUARY,Monroe,10478,40089,2016,Excellus Health Plan,27778
21053,2955,JANUARY,Monroe,2503,7397,2016,MVP Health Plan,8198
17520,3774,JANUARY,Monroe,2257,5931,2016,NYS Catholic Health Plan,5558
3579,572,JANUARY,Monroe,280,750,2016,United Healthcare Plan of NY,1977
3581,742,JANUARY,Montgomery,390,1349,2016,Capital District Physicians Health Plan,1100
7522,1469,JANUARY,Montgomery,645,2525,2016,NYS Catholic Health Plan,2883
20084,4492,JANUARY,Nassau,1256,8647,2016,Affinity Health Plan,5689
38220,6967,JANUARY,Nassau,2081,12719,2016,HealthFirst PHSP,16453
17684,3569,JANUARY,Nassau,1125,5909,2016,HealthPlus,7081
23258,5736,JANUARY,Nassau,2620,8317,2016,HIP of Greater New York,6585
40475,7949,JANUARY,Nassau,2365,16261,2016,NYS Catholic Health Plan,13900
44957,8560,JANUARY,Nassau,2552,14047,2016,United Healthcare Plan of NY,19798
337,81,JANUARY,Niagara,5,186,2016,Independent Health Association,65
27713,6122,JANUARY,Niagara,2574,10140,2016,NYS Catholic Health Plan,8877
4534,1077,JANUARY,Niagara,530,1478,2016,United Healthcare Plan of NY,1449
1706,455,JANUARY,Niagara,246,867,2016,Wellcare of New York,138
8966,1984,JANUARY,Oneida,861,3337,2016,Excellus Health Plan,2784
35990,7058,JANUARY,Oneida,3380,15686,2016,NYS Catholic Health Plan,9866
4490,1004,JANUARY,Oneida,515,1758,2016,United Healthcare Plan of NY,1213
38216,6350,JANUARY,Onondaga,2818,11964,2016,NYS Catholic Health Plan,17084
30506,6189,JANUARY,Onondaga,4240,13221,2016,Today's Options,6856
14740,2887,JANUARY,Onondaga,1364,4931,2016,United Healthcare Plan of NY,5558
11392,2177,JANUARY,Ontario,915,4077,2016,Excellus Health Plan,4223
1371,136,JANUARY,Ontario,103,284,2016,MVP Health Plan,848
837,115,JANUARY,Ontario,48,148,2016,NYS Catholic Health Plan,526
216,7,JANUARY,Ontario,7,10,2016,United Healthcare Plan of NY,192
18461,3124,JANUARY,Orange,1251,7301,2016,Affinity Health Plan,6785
366,80,JANUARY,Orange,13,191,2016,Hudson Health Plan,82
20123,3577,JANUARY,Orange,1489,6844,2016,MVP Health Plan,8213
28483,5588,JANUARY,Orange,808,14171,2016,NYS Catholic Health Plan,7916
2003,214,JANUARY,Orange,103,333,2016,United Healthcare Plan of NY,1353
1898,423,JANUARY,Orange,217,683,2016,Wellcare of New York,575
3270,649,JANUARY,Orleans,231,1158,2016,Excellus Health Plan,1232
910,319,JANUARY,Orleans,125,461,2016,HealthNow,5
3669,777,JANUARY,Orleans,183,1242,2016,NYS Catholic Health Plan,1467
18097,3498,JANUARY,Oswego,1444,6668,2016,NYS Catholic Health Plan,6487
6563,1537,JANUARY,Oswego,658,2403,2016,United Healthcare Plan of NY,1965
3781,872,JANUARY,Otsego,340,1222,2016,Excellus Health Plan,1347
4870,840,JANUARY,Otsego,300,1090,2016,NYS Catholic Health Plan,2640
883,49,JANUARY,Putnam,48,98,2016,HealthPlus,688
6611,844,JANUARY,Putnam,345,1735,2016,NYS Catholic Health Plan,3687
16721,2700,JANUARY,Rensselaer,1905,6680,2016,Capital District Physicians Health Plan,5436
576,25,JANUARY,Rensselaer,15,72,2016,MVP Health Plan,464
6046,1024,JANUARY,Rensselaer,539,2116,2016,NYS Catholic Health Plan,2367
354,24,JANUARY,Rensselaer,27,87,2016,United Healthcare Plan of NY,216
1008,135,JANUARY,Rensselaer,105,272,2016,Wellcare of New York,496
5143,1119,JANUARY,Rockland,393,1649,2016,Affinity Health Plan,1982
186,20,JANUARY,Rockland,4,96,2016,Hudson Health Plan,66
13438,2319,JANUARY,Rockland,571,5971,2016,MVP Health Plan,4577
55829,12035,JANUARY,Rockland,1088,27436,2016,NYS Catholic Health Plan,15270
3018,272,JANUARY,Rockland,80,232,2016,United Healthcare Plan of NY,2434
1835,307,JANUARY,Rockland,102,957,2016,Wellcare of New York,469
13518,3327,JANUARY,St Lawrence,1093,4788,2016,NYS Catholic Health Plan,4310
5031,1256,JANUARY,St Lawrence,476,1588,2016,United Healthcare Plan of NY,1711
12800,2960,JANUARY,Saratoga,1016,3557,2016,Capital District Physicians Health Plan,5267
849,3,JANUARY,Saratoga,4,2,2016,MVP Health Plan,840
7488,1860,JANUARY,Saratoga,387,1925,2016,NYS Catholic Health Plan,3316
14619,2338,JANUARY,Schenectady,1861,5115,2016,Capital District Physicians Health Plan,5305
1020,43,JANUARY,Schenectady,37,101,2016,MVP Health Plan,839
15639,2478,JANUARY,Schenectady,1394,4687,2016,NYS Catholic Health Plan,7080
36,0,JANUARY,Schenectady,0,5,2016,Wellcare of New York,31
3023,639,JANUARY,Schoharie,183,986,2016,Capital District Physicians Health Plan,1215
1822,476,JANUARY,Schoharie,104,564,2016,NYS Catholic Health Plan,678
2902,578,JANUARY,Schuyler,165,908,2016,NYS Catholic Health Plan,1251
4179,920,JANUARY,Seneca,419,1522,2016,Excellus Health Plan,1318
599,60,JANUARY,Seneca,16,109,2016,NYS Catholic Health Plan,414
185,58,JANUARY,Seneca,17,66,2016,United Healthcare Plan of NY,44
16418,3178,JANUARY,Steuben,1429,4875,2016,NYS Catholic Health Plan,6936
27566,4657,JANUARY,Suffolk,1321,9230,2016,Affinity Health Plan,12358
62011,8853,JANUARY,Suffolk,3380,23411,2016,HealthFirst PHSP,26367
24408,6040,JANUARY,Suffolk,2099,6935,2016,HIP of Greater New York,9334
45848,8214,JANUARY,Suffolk,2511,14176,2016,NYS Catholic Health Plan,20947
57106,10892,JANUARY,Suffolk,2810,14176,2016,United Healthcare Plan of NY,29228
172,35,JANUARY,Sullivan,6,86,2016,Hudson Health Plan,45
11678,2200,JANUARY,Sullivan,937,4165,2016,MVP Health Plan,4376
5797,1044,JANUARY,Sullivan,314,1832,2016,NYS Catholic Health Plan,2607
1683,430,JANUARY,Tioga,122,622,2016,Capital District Physicians Health Plan,509
5194,863,JANUARY,Tioga,331,1586,2016,NYS Catholic Health Plan,2414
665,69,JANUARY,Tioga,39,89,2016,United Healthcare Plan of NY,468
5171,869,JANUARY,Tompkins,287,1188,2016,NYS Catholic Health Plan,2827
5342,1299,JANUARY,Tompkins,484,2251,2016,Today's Options,1308
258,41,JANUARY,Ulster,12,142,2016,Hudson Health Plan,63
14085,3020,JANUARY,Ulster,1154,4381,2016,MVP Health Plan,5530
10119,1431,JANUARY,Ulster,633,3084,2016,NYS Catholic Health Plan,4971
1283,126,JANUARY,Ulster,53,172,2016,United Healthcare Plan of NY,932
2936,645,JANUARY,Ulster,398,1138,2016,Wellcare of New York,755
612,31,JANUARY,Warren,13,30,2016,MVP Health Plan,538
7701,1594,JANUARY,Warren,556,2419,2016,NYS Catholic Health Plan,3132
824,159,JANUARY,Warren,82,177,2016,United Healthcare Plan of NY,406
4136,661,JANUARY,Washington,343,1110,2016,Capital District Physicians Health Plan,2022
6771,1165,JANUARY,Washington,476,2014,2016,NYS Catholic Health Plan,3116
12073,2207,JANUARY,Wayne,1042,3741,2016,Excellus Health Plan,5083
2198,310,JANUARY,Wayne,182,484,2016,NYS Catholic Health Plan,1222
306,18,JANUARY,Wayne,14,32,2016,United Healthcare Plan of NY,242
19952,4101,JANUARY,Westchester,1481,6248,2016,Affinity Health Plan,8122
11217,2367,JANUARY,Westchester,1156,3074,2016,HIP of Greater New York,4620
1175,186,JANUARY,Westchester,62,717,2016,Hudson Health Plan,210
65179,12075,JANUARY,Westchester,3946,27646,2016,MVP Health Plan,21512
36219,6606,JANUARY,Westchester,1963,8860,2016,NYS Catholic Health Plan,18790
7533,672,JANUARY,Westchester,329,666,2016,United Healthcare Plan of NY,5866
1276,474,JANUARY,Wyoming,79,718,2016,HealthNow,5
3514,410,JANUARY,Wyoming,84,634,2016,NYS Catholic Health Plan,2386
3374,676,JANUARY,Yates,238,993,2016,Excellus Health Plan,1467
465,37,JANUARY,Yates,15,73,2016,NYS Catholic Health Plan,340
21033,3132,FEBRUARY,Albany,2728,15173,2013,Capital District Physicians Health Plan,
8184,1634,FEBRUARY,Albany,793,5757,2013,NYS Catholic Health Plan,
1696,309,FEBRUARY,Albany,266,1121,2013,Wellcare of New York,
2867,438,FEBRUARY,Allegany,376,2053,2013,HealthNow/BCBS-WNY/Community Blue,
349,69,FEBRUARY,Allegany,27,253,2013,NYS Catholic Health Plan,
